Liczba watkow 4
name;n;r;time
IJK_IKJ_700_28;700;28;  0.0410
IJK_IKJ_700_35;700;35;  0.0380
IJK_IKJ_700_50;700;50;  0.0410
IJK_IKJ_700_70;700;70;  0.0430
IJK_IKJ_700_100;700;100;  0.0430
IJK_IKJ_700_140;700;140;  0.0610
IJK_IKJ_700_175;700;175;  0.0390
IJK_IKJ_750_10;750;10;  0.0630
IJK_IKJ_750_15;750;15;  0.0550
IJK_IKJ_750_25;750;25;  0.0500
IJK_IKJ_750_30;750;30;  0.0510
IJK_IKJ_750_50;750;50;  0.0470
IJK_IKJ_750_75;750;75;  0.0530
IJK_IKJ_750_125;750;125;  0.0680
IJK_IKJ_750_150;750;150;  0.0780
IJK_IKJ_800_10;800;10;  0.0760
IJK_IKJ_800_16;800;16;  0.0610
IJK_IKJ_800_20;800;20;  0.0590
IJK_IKJ_800_25;800;25;  0.0650
IJK_IKJ_800_32;800;32;  0.0630
IJK_IKJ_800_40;800;40;  0.0570
IJK_IKJ_800_50;800;50;  0.0540
IJK_IKJ_800_80;800;80;  0.0650
IJK_IKJ_800_100;800;100;  0.0580
IJK_IKJ_800_160;800;160;  0.0970
IJK_IKJ_800_200;800;200;  0.0610
IJK_IKJ_850_10;850;10;  0.0980
IJK_IKJ_850_17;850;17;  0.0910
IJK_IKJ_850_25;850;25;  0.0720
IJK_IKJ_850_34;850;34;  0.0750
IJK_IKJ_850_50;850;50;  0.0750
IJK_IKJ_850_85;850;85;  0.0820
IJK_IKJ_850_170;850;170;  0.1130
IJK_IKJ_900_10;900;10;  0.1610
IJK_IKJ_900_12;900;12;  0.0930
IJK_IKJ_900_15;900;15;  0.1030
IJK_IKJ_900_18;900;18;  0.1070
IJK_IKJ_900_20;900;20;  0.0880
IJK_IKJ_900_25;900;25;  0.0820
IJK_IKJ_900_30;900;30;  0.0860
IJK_IKJ_900_36;900;36;  0.0870
IJK_IKJ_900_45;900;45;  0.0850
IJK_IKJ_900_50;900;50;  0.0840
IJK_IKJ_900_60;900;60;  0.0820
IJK_IKJ_900_75;900;75;  0.0770
IJK_IKJ_900_90;900;90;  0.0970
IJK_IKJ_900_100;900;100;  0.1100
IJK_IKJ_900_150;900;150;  0.1260
IJK_IKJ_900_180;900;180;  0.1330
IJK_IKJ_900_225;900;225;  0.0860
IJK_IKJ_950_10;950;10;  0.1340
IJK_IKJ_950_19;950;19;  0.1240
IJK_IKJ_950_25;950;25;  0.1010
IJK_IKJ_950_38;950;38;  0.1030
IJK_IKJ_950_50;950;50;  0.0950
IJK_IKJ_950_95;950;95;  0.1170
IJK_IKJ_950_190;950;190;  0.1570
IJK_IKJ_1000_10;1000;10;  0.1500
IJK_IKJ_1000_20;1000;20;  0.1190
IJK_IKJ_1000_25;1000;25;  0.1150
IJK_IKJ_1000_40;1000;40;  0.1160
IJK_IKJ_1000_50;1000;50;  0.1050
IJK_IKJ_1000_100;1000;100;  0.1530
IJK_IKJ_1000_125;1000;125;  0.1130
IJK_IKJ_1000_200;1000;200;  0.1840
IJK_IKJ_1000_250;1000;250;  0.1200
IJK_IKJ_1050_10;1050;10;  0.1780
IJK_IKJ_1050_14;1050;14;  0.1600
IJK_IKJ_1050_15;1050;15;  0.1760
IJK_IKJ_1050_21;1050;21;  0.1720
IJK_IKJ_1050_25;1050;25;  0.1390
IJK_IKJ_1050_30;1050;30;  0.1310
IJK_IKJ_1050_35;1050;35;  0.1350
IJK_IKJ_1050_42;1050;42;  0.1370
IJK_IKJ_1050_50;1050;50;  0.1390
IJK_IKJ_1050_70;1050;70;  0.1350
IJK_IKJ_1050_75;1050;75;  0.1430
IJK_IKJ_1050_105;1050;105;  0.1580
IJK_IKJ_1050_150;1050;150;  0.1510
IJK_IKJ_1050_175;1050;175;  0.1800
IJK_IKJ_1050_210;1050;210;  0.2240
IJK_IKJ_1100_10;1100;10;  0.2090
IJK_IKJ_1100_11;1100;11;  0.2130
IJK_IKJ_1100_20;1100;20;  0.1590
IJK_IKJ_1100_22;1100;22;  0.1630
IJK_IKJ_1100_25;1100;25;  0.1510
IJK_IKJ_1100_44;1100;44;  0.1600
IJK_IKJ_1100_50;1100;50;  0.1550
IJK_IKJ_1100_55;1100;55;  0.1490
IJK_IKJ_1100_100;1100;100;  0.1650
IJK_IKJ_1100_110;1100;110;  0.1820
IJK_IKJ_1100_220;1100;220;  0.2500
IJK_IKJ_1100_275;1100;275;  0.1570
IJK_IKJ_1150_10;1150;10;  0.2320
IJK_IKJ_1150_23;1150;23;  0.1960
IJK_IKJ_1150_25;1150;25;  0.1800
IJK_IKJ_1150_46;1150;46;  0.1970
IJK_IKJ_1150_50;1150;50;  0.1660
IJK_IKJ_1150_115;1150;115;  0.2300
IJK_IKJ_1150_230;1150;230;  0.2980
IJK_IKJ_1200_10;1200;10;  0.2690
IJK_IKJ_1200_12;1200;12;  0.2280
IJK_IKJ_1200_15;1200;15;  0.2230
IJK_IKJ_1200_16;1200;16;  0.2020
IJK_IKJ_1200_20;1200;20;  0.2020
IJK_IKJ_1200_24;1200;24;  0.1980
IJK_IKJ_1200_25;1200;25;  0.2020
IJK_IKJ_1200_30;1200;30;  0.2130
IJK_IKJ_1200_40;1200;40;  0.2050
IJK_IKJ_1200_48;1200;48;  0.2210
IJK_IKJ_1200_50;1200;50;  0.1920
IJK_IKJ_1200_60;1200;60;  0.1800
IJK_IKJ_1200_75;1200;75;  0.1990
IJK_IKJ_1200_80;1200;80;  0.2260
IJK_IKJ_1200_100;1200;100;  0.1990
IJK_IKJ_1200_120;1200;120;  0.2440
IJK_IKJ_1200_150;1200;150;  0.2060
IJK_IKJ_1200_200;1200;200;  0.2790
IJK_IKJ_1200_240;1200;240;  0.3220
IJK_IKJ_1200_300;1200;300;  0.2100
IJK_IKJ_1250_10;1250;10;  0.3000
IJK_IKJ_1250_25;1250;25;  0.2270
IJK_IKJ_1250_50;1250;50;  0.2280
IJK_IKJ_1250_125;1250;125;  0.2680
IJK_IKJ_1250_250;1250;250;  0.3620
IJK_IKJ_1300_10;1300;10;  0.3380
IJK_IKJ_1300_13;1300;13;  0.3010
IJK_IKJ_1300_20;1300;20;  0.2680
IJK_IKJ_1300_25;1300;25;  0.2550
IJK_IKJ_1300_26;1300;26;  0.2590
IJK_IKJ_1300_50;1300;50;  0.3270
IJK_IKJ_1300_52;1300;52;  0.2540
IJK_IKJ_1300_65;1300;65;  0.2350
IJK_IKJ_1300_100;1300;100;  0.3360
IJK_IKJ_1300_130;1300;130;  0.3050
IJK_IKJ_1300_260;1300;260;  0.4040
IJK_IKJ_1300_325;1300;325;  0.2640
IJK_IKJ_1350_10;1350;10;  0.3880
IJK_IKJ_1350_15;1350;15;  0.3250
IJK_IKJ_1350_18;1350;18;  0.3080
IJK_IKJ_1350_25;1350;25;  0.3060
IJK_IKJ_1350_27;1350;27;  0.2890
IJK_IKJ_1350_30;1350;30;  0.2890
IJK_IKJ_1350_45;1350;45;  0.2830
IJK_IKJ_1350_50;1350;50;  0.2710
IJK_IKJ_1350_54;1350;54;  0.2920
IJK_IKJ_1350_75;1350;75;  0.3080
IJK_IKJ_1350_90;1350;90;  0.3210
IJK_IKJ_1350_135;1350;135;  0.3680
IJK_IKJ_1350_150;1350;150;  0.3790
IJK_IKJ_1350_225;1350;225;  0.3900
IJK_IKJ_1350_270;1350;270;  0.4530
IJK_IKJ_1400_10;1400;10;  0.4420
IJK_IKJ_1400_14;1400;14;  0.3630
IJK_IKJ_1400_20;1400;20;  0.3330
IJK_IKJ_1400_25;1400;25;  0.3160
IJK_IKJ_1400_28;1400;28;  0.3110
IJK_IKJ_1400_35;1400;35;  0.3030
IJK_IKJ_1400_40;1400;40;  0.2980
IJK_IKJ_1400_50;1400;50;  0.3350
IJK_IKJ_1400_56;1400;56;  0.3220
IJK_IKJ_1400_70;1400;70;  0.2940
IJK_IKJ_1400_100;1400;100;  0.3600
IJK_IKJ_1400_140;1400;140;  0.3720
IJK_IKJ_1400_175;1400;175;  0.3200
IJK_IKJ_1400_200;1400;200;  0.3780
IJK_IKJ_1400_280;1400;280;  0.4980
IJK_IKJ_1400_350;1400;350;  0.3270
IJK_IKJ_1450_10;1450;10;  0.4810
IJK_IKJ_1450_25;1450;25;  0.3550
IJK_IKJ_1450_29;1450;29;  0.5800
IJK_IKJ_1450_50;1450;50;  0.3530
IJK_IKJ_1450_58;1450;58;  0.3670
IJK_IKJ_1450_145;1450;145;  0.4200
IJK_IKJ_1450_290;1450;290;  0.5550
IJK_IKJ_1500_10;1500;10;  0.5300
IJK_IKJ_1500_12;1500;12;  0.6970
IJK_IKJ_1500_15;1500;15;  0.5550
IJK_IKJ_1500_20;1500;20;  0.4750
IJK_IKJ_1500_25;1500;25;  0.4580
IJK_IKJ_1500_30;1500;30;  0.3930
IJK_IKJ_1500_50;1500;50;  0.4500
IJK_IKJ_1500_60;1500;60;  0.4450
IJK_IKJ_1500_75;1500;75;  0.4730
IJK_IKJ_1500_100;1500;100;  0.4760
IJK_IKJ_1500_125;1500;125;  0.4550
IJK_IKJ_1500_150;1500;150;  0.4680
IJK_IKJ_1500_250;1500;250;  0.5370
IJK_IKJ_1500_300;1500;300;  0.6300
IJK_IKJ_1500_375;1500;375;  0.3970
SEQ_IKJ_100;100;0;  0.0000
IJK_100;100;0;  0.0000
SEQ_IKJ_150;150;0;  0.0000
IJK_150;150;0;  0.0010
SEQ_IKJ_200;200;0;  0.0020
IJK_200;200;0;  0.0020
SEQ_IKJ_250;250;0;  0.0040
IJK_250;250;0;  0.0050
SEQ_IKJ_300;300;0;  0.0050
IJK_300;300;0;  0.0080
SEQ_IKJ_350;350;0;  0.0120
IJK_350;350;0;  0.0130
SEQ_IKJ_400;400;0;  0.0110
IJK_400;400;0;  0.0190
SEQ_IKJ_450;450;0;  0.0200
IJK_450;450;0;  0.0260
SEQ_IKJ_500;500;0;  0.0260
IJK_500;500;0;  0.0380
SEQ_IKJ_550;550;0;  0.0320
IJK_550;550;0;  0.0470
SEQ_IKJ_600;600;0;  0.0360
IJK_600;600;0;  0.0630
SEQ_IKJ_650;650;0;  0.0530
IJK_650;650;0;  0.0820
SEQ_IKJ_700;700;0;  0.0590
IJK_700;700;0;  0.0990
SEQ_IKJ_750;750;0;  0.0820
IJK_750;750;0;  0.1230
SEQ_IKJ_800;800;0;  0.0870
IJK_800;800;0;  0.1540
SEQ_IKJ_850;850;0;  0.1160
IJK_850;850;0;  0.1830
SEQ_IKJ_900;900;0;  0.1230
IJK_900;900;0;  0.2190
SEQ_IKJ_950;950;0;  0.1680
IJK_950;950;0;  0.2830
SEQ_IKJ_1000;1000;0;  0.1740
IJK_1000;1000;0;  0.3020
SEQ_IKJ_1050;1050;0;  0.2330
IJK_1050;1050;0;  0.3940
SEQ_IKJ_1100;1100;0;  0.2430
IJK_1100;1100;0;  0.4370
SEQ_IKJ_1150;1150;0;  0.3210
IJK_1150;1150;0;  0.5670
SEQ_IKJ_1200;1200;0;  0.3410
IJK_1200;1200;0;  0.5710
SEQ_IKJ_1250;1250;0;  0.4270
IJK_1250;1250;0;  0.7170
SEQ_IKJ_1300;1300;0;  0.4640
IJK_1300;1300;0;  0.8220
SEQ_IKJ_1350;1350;0;  0.5860
IJK_1350;1350;0;  0.9100
SEQ_IKJ_1400;1400;0;  0.5990
IJK_1400;1400;0;  1.0760
SEQ_IKJ_1450;1450;0;  0.7490
IJK_1450;1450;0;  1.1960
SEQ_IKJ_1500;1500;0;  0.7690
IJK_1500;1500;0;  1.5740
IJK_IKJ_100_10;100;10;  0.0010
IJK_IKJ_100_20;100;20;  0.0000
IJK_IKJ_100_25;100;25;  0.0010
IJK_IKJ_150_10;150;10;  0.0010
IJK_IKJ_150_15;150;15;  0.0010
IJK_IKJ_150_25;150;25;  0.0010
IJK_IKJ_150_30;150;30;  0.0020
IJK_IKJ_200_10;200;10;  0.0020
IJK_IKJ_200_20;200;20;  0.0020
IJK_IKJ_200_25;200;25;  0.0020
IJK_IKJ_200_40;200;40;  0.0020
IJK_IKJ_200_50;200;50;  0.0020
IJK_IKJ_250_10;250;10;  0.0050
IJK_IKJ_250_25;250;25;  0.0030
IJK_IKJ_250_50;250;50;  0.0030
IJK_IKJ_300_10;300;10;  0.0070
IJK_IKJ_300_12;300;12;  0.0050
IJK_IKJ_300_15;300;15;  0.0070
IJK_IKJ_300_20;300;20;  0.0040
IJK_IKJ_300_25;300;25;  0.0030
IJK_IKJ_300_30;300;30;  0.0040
IJK_IKJ_300_50;300;50;  0.0080
IJK_IKJ_300_60;300;60;  0.0090
IJK_IKJ_300_75;300;75;  0.0040
IJK_IKJ_350_10;350;10;  0.0120
IJK_IKJ_350_14;350;14;  0.0060
IJK_IKJ_350_25;350;25;  0.0100
IJK_IKJ_350_35;350;35;  0.0060
IJK_IKJ_350_50;350;50;  0.0090
IJK_IKJ_350_70;350;70;  0.0120
IJK_IKJ_400_10;400;10;  0.0090
IJK_IKJ_400_16;400;16;  0.0150
IJK_IKJ_400_20;400;20;  0.0130
IJK_IKJ_400_25;400;25;  0.0070
IJK_IKJ_400_40;400;40;  0.0090
IJK_IKJ_400_50;400;50;  0.0070
IJK_IKJ_400_80;400;80;  0.0100
IJK_IKJ_400_100;400;100;  0.0090
IJK_IKJ_450_10;450;10;  0.0140
IJK_IKJ_450_15;450;15;  0.0130
IJK_IKJ_450_18;450;18;  0.0120
IJK_IKJ_450_25;450;25;  0.0170
IJK_IKJ_450_30;450;30;  0.0210
IJK_IKJ_450_45;450;45;  0.0230
IJK_IKJ_450_50;450;50;  0.0120
IJK_IKJ_450_75;450;75;  0.0230
IJK_IKJ_450_90;450;90;  0.0310
IJK_IKJ_500_10;500;10;  0.0180
IJK_IKJ_500_20;500;20;  0.0160
IJK_IKJ_500_25;500;25;  0.0220
IJK_IKJ_500_50;500;50;  0.0300
IJK_IKJ_500_100;500;100;  0.0320
IJK_IKJ_500_125;500;125;  0.0140
IJK_IKJ_550_10;550;10;  0.0400
IJK_IKJ_550_11;550;11;  0.0380
IJK_IKJ_550_22;550;22;  0.0260
IJK_IKJ_550_25;550;25;  0.0220
IJK_IKJ_550_50;550;50;  0.0290
IJK_IKJ_550_55;550;55;  0.0210
IJK_IKJ_550_110;550;110;  0.0300
IJK_IKJ_600_10;600;10;  0.0310
IJK_IKJ_600_12;600;12;  0.0290
IJK_IKJ_600_15;600;15;  0.0280
IJK_IKJ_600_20;600;20;  0.0250
IJK_IKJ_600_24;600;24;  0.0260
IJK_IKJ_600_25;600;25;  0.0240
IJK_IKJ_600_30;600;30;  0.0240
IJK_IKJ_600_40;600;40;  0.0240
IJK_IKJ_600_50;600;50;  0.0220
IJK_IKJ_600_60;600;60;  0.0340
IJK_IKJ_600_75;600;75;  0.0360
IJK_IKJ_600_100;600;100;  0.0320
IJK_IKJ_600_120;600;120;  0.0390
IJK_IKJ_600_150;600;150;  0.0280
IJK_IKJ_650_10;650;10;  0.0420
IJK_IKJ_650_13;650;13;  0.0370
IJK_IKJ_650_25;650;25;  0.0330
IJK_IKJ_650_26;650;26;  0.0340
IJK_IKJ_650_50;650;50;  0.0380
IJK_IKJ_650_65;650;65;  0.0340
IJK_IKJ_650_130;650;130;  0.0480
IJK_IKJ_700_10;700;10;  0.0540
IJK_IKJ_700_14;700;14;  0.0460
IJK_IKJ_700_20;700;20;  0.0400
IJK_IKJ_700_25;700;25;  0.0410
IJK_IKJ_700_28;700;28;  0.0710
IJK_IKJ_700_35;700;35;  0.0380
IJK_IKJ_700_50;700;50;  0.0410
IJK_IKJ_700_70;700;70;  0.0430
IJK_IKJ_700_100;700;100;  0.0430
IJK_IKJ_700_140;700;140;  0.0610
IJK_IKJ_700_175;700;175;  0.0400
IJK_IKJ_750_10;750;10;  0.0630
IJK_IKJ_750_15;750;15;  0.0670
IJK_IKJ_750_25;750;25;  0.0510
IJK_IKJ_750_30;750;30;  0.0620
IJK_IKJ_750_50;750;50;  0.0540
IJK_IKJ_750_75;750;75;  0.0550
IJK_IKJ_750_125;750;125;  0.0650
IJK_IKJ_750_150;750;150;  0.0760
IJK_IKJ_800_10;800;10;  0.0780
IJK_IKJ_800_16;800;16;  0.0710
IJK_IKJ_800_20;800;20;  0.0650
IJK_IKJ_800_25;800;25;  0.0850
IJK_IKJ_800_32;800;32;  0.0600
IJK_IKJ_800_40;800;40;  0.0530
IJK_IKJ_800_50;800;50;  0.0530
IJK_IKJ_800_80;800;80;  0.0660
IJK_IKJ_800_100;800;100;  0.0620
IJK_IKJ_800_160;800;160;  0.0970
IJK_IKJ_800_200;800;200;  0.0700
IJK_IKJ_850_10;850;10;  0.0950
IJK_IKJ_850_17;850;17;  0.0830
IJK_IKJ_850_25;850;25;  0.0730
IJK_IKJ_850_34;850;34;  0.0730
IJK_IKJ_850_50;850;50;  0.0750
IJK_IKJ_850_85;850;85;  0.0810
IJK_IKJ_850_170;850;170;  0.1110
IJK_IKJ_900_10;900;10;  0.1120
IJK_IKJ_900_12;900;12;  0.0980
IJK_IKJ_900_15;900;15;  0.0930
IJK_IKJ_900_18;900;18;  0.0910
IJK_IKJ_900_20;900;20;  0.0880
IJK_IKJ_900_25;900;25;  0.0830
IJK_IKJ_900_30;900;30;  0.0860
IJK_IKJ_900_36;900;36;  0.0870
IJK_IKJ_900_45;900;45;  0.0780
IJK_IKJ_900_50;900;50;  0.1170
IJK_IKJ_900_60;900;60;  0.0940
IJK_IKJ_900_75;900;75;  0.0780
IJK_IKJ_900_90;900;90;  0.0970
IJK_IKJ_900_100;900;100;  0.1090
IJK_IKJ_900_150;900;150;  0.1160
IJK_IKJ_900_180;900;180;  0.1610
IJK_IKJ_900_225;900;225;  0.0870
IJK_IKJ_950_10;950;10;  0.1310
IJK_IKJ_950_19;950;19;  0.1480
IJK_IKJ_950_25;950;25;  0.1070
IJK_IKJ_950_38;950;38;  0.1030
IJK_IKJ_950_50;950;50;  0.0940
IJK_IKJ_950_95;950;95;  0.1160
IJK_IKJ_950_190;950;190;  0.1590
IJK_IKJ_1000_10;1000;10;  0.1590
IJK_IKJ_1000_20;1000;20;  0.1200
IJK_IKJ_1000_25;1000;25;  0.1130
IJK_IKJ_1000_40;1000;40;  0.1190
IJK_IKJ_1000_50;1000;50;  0.1100
IJK_IKJ_1000_100;1000;100;  0.1350
IJK_IKJ_1000_125;1000;125;  0.1130
IJK_IKJ_1000_200;1000;200;  0.1870
IJK_IKJ_1000_250;1000;250;  0.1390
IJK_IKJ_1050_10;1050;10;  0.1760
IJK_IKJ_1050_14;1050;14;  0.1570
IJK_IKJ_1050_15;1050;15;  0.1530
IJK_IKJ_1050_21;1050;21;  0.1420
IJK_IKJ_1050_25;1050;25;  0.1360
IJK_IKJ_1050_30;1050;30;  0.1310
IJK_IKJ_1050_35;1050;35;  0.1340
IJK_IKJ_1050_42;1050;42;  0.1370
IJK_IKJ_1050_50;1050;50;  0.1410
IJK_IKJ_1050_70;1050;70;  0.1360
IJK_IKJ_1050_75;1050;75;  0.1530
IJK_IKJ_1050_105;1050;105;  0.1600
IJK_IKJ_1050_150;1050;150;  0.1500
IJK_IKJ_1050_175;1050;175;  0.1780
IJK_IKJ_1050_210;1050;210;  0.2230
IJK_IKJ_1100_10;1100;10;  0.2040
IJK_IKJ_1100_11;1100;11;  0.2080
IJK_IKJ_1100_20;1100;20;  0.1570
IJK_IKJ_1100_22;1100;22;  0.2180
IJK_IKJ_1100_25;1100;25;  0.1500
IJK_IKJ_1100_44;1100;44;  0.1530
IJK_IKJ_1100_50;1100;50;  0.1610
IJK_IKJ_1100_55;1100;55;  0.1410
IJK_IKJ_1100_100;1100;100;  0.1690
IJK_IKJ_1100_110;1100;110;  0.1920
IJK_IKJ_1100_220;1100;220;  0.2480
IJK_IKJ_1100_275;1100;275;  0.1560
IJK_IKJ_1150_10;1150;10;  0.2320
IJK_IKJ_1150_23;1150;23;  0.1940
IJK_IKJ_1150_25;1150;25;  0.1800
IJK_IKJ_1150_46;1150;46;  0.1790
IJK_IKJ_1150_50;1150;50;  0.1670
IJK_IKJ_1150_115;1150;115;  0.2070
IJK_IKJ_1150_230;1150;230;  0.2830
IJK_IKJ_1200_10;1200;10;  0.2620
IJK_IKJ_1200_12;1200;12;  0.2240
IJK_IKJ_1200_15;1200;15;  0.2240
IJK_IKJ_1200_16;1200;16;  0.2030
IJK_IKJ_1200_20;1200;20;  0.1990
IJK_IKJ_1200_24;1200;24;  0.1970
IJK_IKJ_1200_25;1200;25;  0.1960
IJK_IKJ_1200_30;1200;30;  0.1910
IJK_IKJ_1200_40;1200;40;  0.1960
IJK_IKJ_1200_48;1200;48;  0.1990
IJK_IKJ_1200_50;1200;50;  0.2070
IJK_IKJ_1200_60;1200;60;  0.1820
IJK_IKJ_1200_75;1200;75;  0.1920
IJK_IKJ_1200_80;1200;80;  0.2240
IJK_IKJ_1200_100;1200;100;  0.1960
IJK_IKJ_1200_120;1200;120;  0.2370
IJK_IKJ_1200_150;1200;150;  0.2050
IJK_IKJ_1200_200;1200;200;  0.2870
IJK_IKJ_1200_240;1200;240;  0.3200
IJK_IKJ_1200_300;1200;300;  0.2060
IJK_IKJ_1250_10;1250;10;  0.3010
IJK_IKJ_1250_25;1250;25;  0.2430
IJK_IKJ_1250_50;1250;50;  0.2310
IJK_IKJ_1250_125;1250;125;  0.2720
IJK_IKJ_1250_250;1250;250;  0.3710
IJK_IKJ_1300_10;1300;10;  0.3550
IJK_IKJ_1300_13;1300;13;  0.2960
IJK_IKJ_1300_20;1300;20;  0.2630
IJK_IKJ_1300_25;1300;25;  0.2490
IJK_IKJ_1300_26;1300;26;  0.2560
IJK_IKJ_1300_50;1300;50;  0.2470
IJK_IKJ_1300_52;1300;52;  0.2800
IJK_IKJ_1300_65;1300;65;  0.4490
IJK_IKJ_1300_100;1300;100;  0.5850
IJK_IKJ_1300_130;1300;130;  0.3060
IJK_IKJ_1300_260;1300;260;  0.4030
IJK_IKJ_1300_325;1300;325;  0.2590
IJK_IKJ_1350_10;1350;10;  0.3860
IJK_IKJ_1350_15;1350;15;  0.3400
IJK_IKJ_1350_18;1350;18;  0.3040
IJK_IKJ_1350_25;1350;25;  0.2940
IJK_IKJ_1350_27;1350;27;  0.2930
IJK_IKJ_1350_30;1350;30;  0.2900
IJK_IKJ_1350_45;1350;45;  0.2800
IJK_IKJ_1350_50;1350;50;  0.2700
IJK_IKJ_1350_54;1350;54;  0.2930
IJK_IKJ_1350_75;1350;75;  0.3010
IJK_IKJ_1350_90;1350;90;  0.3030
IJK_IKJ_1350_135;1350;135;  0.3560
IJK_IKJ_1350_150;1350;150;  0.3730
IJK_IKJ_1350_225;1350;225;  0.4010
IJK_IKJ_1350_270;1350;270;  0.4500
IJK_IKJ_1400_10;1400;10;  0.4420
IJK_IKJ_1400_14;1400;14;  0.3620
IJK_IKJ_1400_20;1400;20;  0.3260
IJK_IKJ_1400_25;1400;25;  0.4410
IJK_IKJ_1400_28;1400;28;  0.3060
IJK_IKJ_1400_35;1400;35;  0.3210
IJK_IKJ_1400_40;1400;40;  0.3100
IJK_IKJ_1400_50;1400;50;  0.2910
IJK_IKJ_1400_56;1400;56;  0.3210
IJK_IKJ_1400_70;1400;70;  0.2940
IJK_IKJ_1400_100;1400;100;  0.3670
IJK_IKJ_1400_140;1400;140;  0.3760
IJK_IKJ_1400_175;1400;175;  0.3210
IJK_IKJ_1400_200;1400;200;  0.3710
IJK_IKJ_1400_280;1400;280;  0.5010
IJK_IKJ_1400_350;1400;350;  0.3210
IJK_IKJ_1450_10;1450;10;  0.4760
IJK_IKJ_1450_25;1450;25;  0.3630
IJK_IKJ_1450_29;1450;29;  0.3700
IJK_IKJ_1450_50;1450;50;  0.3560
IJK_IKJ_1450_58;1450;58;  0.3750
IJK_IKJ_1450_145;1450;145;  0.4190
IJK_IKJ_1450_290;1450;290;  0.5580
IJK_IKJ_1500_10;1500;10;  0.5270
IJK_IKJ_1500_12;1500;12;  0.4580
IJK_IKJ_1500_15;1500;15;  0.4510
IJK_IKJ_1500_20;1500;20;  0.3970
IJK_IKJ_1500_25;1500;25;  0.3860
IJK_IKJ_1500_30;1500;30;  0.3880
IJK_IKJ_1500_50;1500;50;  0.3830
IJK_IKJ_1500_60;1500;60;  0.3970
IJK_IKJ_1500_75;1500;75;  0.4910
IJK_IKJ_1500_100;1500;100;  0.4720
IJK_IKJ_1500_125;1500;125;  0.4290
IJK_IKJ_1500_150;1500;150;  0.4830
IJK_IKJ_1500_250;1500;250;  0.6150
IJK_IKJ_1500_300;1500;300;  0.7130
IJK_IKJ_1500_375;1500;375;  0.6940
SEQ_IKJ_100;100;0;  0.0000
IJK_100;100;0;  0.0010
SEQ_IKJ_150;150;0;  0.0010
IJK_150;150;0;  0.0010
SEQ_IKJ_200;200;0;  0.0010
IJK_200;200;0;  0.0030
SEQ_IKJ_250;250;0;  0.0050
IJK_250;250;0;  0.0050
SEQ_IKJ_300;300;0;  0.0090
IJK_300;300;0;  0.0090
SEQ_IKJ_350;350;0;  0.0080
IJK_350;350;0;  0.0120
SEQ_IKJ_400;400;0;  0.0110
IJK_400;400;0;  0.0190
SEQ_IKJ_450;450;0;  0.0290
IJK_450;450;0;  0.0260
SEQ_IKJ_500;500;0;  0.0210
IJK_500;500;0;  0.0350
SEQ_IKJ_550;550;0;  0.0320
IJK_550;550;0;  0.0470
SEQ_IKJ_600;600;0;  0.0360
IJK_600;600;0;  0.0650
SEQ_IKJ_650;650;0;  0.0530
IJK_650;650;0;  0.0790
SEQ_IKJ_700;700;0;  0.0580
IJK_700;700;0;  0.1060
SEQ_IKJ_750;750;0;  0.1130
IJK_750;750;0;  0.1270
SEQ_IKJ_800;800;0;  0.0860
IJK_800;800;0;  0.1550
SEQ_IKJ_850;850;0;  0.1530
IJK_850;850;0;  0.1860
SEQ_IKJ_900;900;0;  0.1260
IJK_900;900;0;  0.2200
SEQ_IKJ_950;950;0;  0.1680
IJK_950;950;0;  0.2820
SEQ_IKJ_1000;1000;0;  0.1750
IJK_1000;1000;0;  0.3370
SEQ_IKJ_1050;1050;0;  0.2330
IJK_1050;1050;0;  0.3740
SEQ_IKJ_1100;1100;0;  0.2450
IJK_1100;1100;0;  0.4250
SEQ_IKJ_1150;1150;0;  0.3220
IJK_1150;1150;0;  0.5430
SEQ_IKJ_1200;1200;0;  0.3410
IJK_1200;1200;0;  0.5510
SEQ_IKJ_1250;1250;0;  0.4260
IJK_1250;1250;0;  0.7170
SEQ_IKJ_1300;1300;0;  0.4530
IJK_1300;1300;0;  0.7810
SEQ_IKJ_1350;1350;0;  0.5900
IJK_1350;1350;0;  1.2650
SEQ_IKJ_1400;1400;0;  0.6010
IJK_1400;1400;0;  0.9260
SEQ_IKJ_1450;1450;0;  0.7500
IJK_1450;1450;0;  1.2000
SEQ_IKJ_1500;1500;0;  0.7470
IJK_1500;1500;0;  2.0790
IJK_IKJ_100_10;100;10;  0.0010
IJK_IKJ_100_20;100;20;  0.0000
IJK_IKJ_100_25;100;25;  0.0000
IJK_IKJ_150_10;150;10;  0.0010
IJK_IKJ_150_15;150;15;  0.0010
IJK_IKJ_150_25;150;25;  0.0010
IJK_IKJ_150_30;150;30;  0.0010
IJK_IKJ_200_10;200;10;  0.0020
IJK_IKJ_200_20;200;20;  0.0030
IJK_IKJ_200_25;200;25;  0.0020
IJK_IKJ_200_40;200;40;  0.0030
IJK_IKJ_200_50;200;50;  0.0020
IJK_IKJ_250_10;250;10;  0.0050
IJK_IKJ_250_25;250;25;  0.0040
IJK_IKJ_250_50;250;50;  0.0060
IJK_IKJ_300_10;300;10;  0.0090
IJK_IKJ_300_12;300;12;  0.0070
IJK_IKJ_300_15;300;15;  0.0060
IJK_IKJ_300_20;300;20;  0.0060
IJK_IKJ_300_25;300;25;  0.0060
